"ENSGID","GENE","CHR","locus_label","pops_scaled_locus_01","magma_scaled_locus_01","nearest_gene_score","combined_score","BP","rsid","p_value","se"
"ENSG00000115604","IL18R1",2,"Locus 8",0,0,0,0,103378560,"rs2732839",1.0015669843021e-10,0.00975314
"ENSG00000163492","CCDC141",2,"Locus 9",1,0.641425165750137,0,1.64142516575014,179558282,"rs2255167",6.05480275689862e-32,0.00596785
"ENSG00000187231","SESTD1",2,"Locus 9",0.845094538370506,0,0,0.845094538370506,179558282,"rs2255167",6.05480275689862e-32,0.00596785
"ENSG00000079156","OSBPL6",2,"Locus 9",0.664792490855078,0.38565755029589,0,1.05045004115097,179558282,"rs2255167",6.05480275689862e-32,0.00596785
"ENSG00000155657","TTN",2,"Locus 9",0.609310058235666,1,1,2.60931005823567,179558282,"rs2255167",6.05480275689862e-32,0.00596785
"ENSG00000180228","PRKRA",2,"Locus 9",0.529991327546383,0.400798645184615,0,0.930789972730998,179558282,"rs2255167",6.05480275689862e-32,0.00596785
"ENSG00000116095","PLEKHA3",2,"Locus 9",0.466866546026466,0.954114599331835,0,1.4209811453583,179558282,"rs2255167",6.05480275689862e-32,0.00596785
"ENSG00000079150","FKBP7",2,"Locus 9",0.339939866224331,0.371957170001604,0,0.711897036225935,179558282,"rs2255167",6.05480275689862e-32,0.00596785
"ENSG00000204311","DFNB59",2,"Locus 9",0,0.385344942412191,0,0.385344942412191,179558282,"rs2255167",6.05480275689862e-32,0.00596785
"ENSG00000131389","SLC6A6",3,"Locus 10",1,0.0764901952296438,0,1.07649019522964,14297855,"rs62231957",1.15371888082859e-15,0.00574564
"ENSG00000170876","TMEM43",3,"Locus 10",0.759207218958395,1,0,1.75920721895839,14297855,"rs62231957",1.15371888082859e-15,0.00574564
"ENSG00000154781","CCDC174",3,"Locus 10",0.680390722184294,0,0,0.680390722184294,14297855,"rs62231957",1.15371888082859e-15,0.00574564
"ENSG00000154767","XPC",3,"Locus 10",0.563366006951695,0.832474784641357,0,1.39584079159305,14297855,"rs62231957",1.15371888082859e-15,0.00574564
"ENSG00000170860","LSM3",3,"Locus 10",0.531852882732014,0.840656248647245,0,1.37250913137926,14297855,"rs62231957",1.15371888082859e-15,0.00574564
"ENSG00000163528","CHCHD4",3,"Locus 10",0.521664199801159,0.6394528375395,0,1.16111703734066,14297855,"rs62231957",1.15371888082859e-15,0.00574564
"ENSG00000154764","WNT7A",3,"Locus 10",0.0864693240456109,0.850655815765551,0,0.937125139811162,14297855,"rs62231957",1.15371888082859e-15,0.00574564
"ENSG00000131379","C3orf20",3,"Locus 10",0.0113162828905176,0.160902125449115,0,0.172218408339632,14297855,"rs62231957",1.15371888082859e-15,0.00574564
"ENSG00000157388","CACNA1D",3,"Locus 11",1,0.397708538819219,0,1.39770853881922,53492956,"rs534958",2.21503197579622e-08,0.00488585
"ENSG00000163935","SFMBT1",3,"Locus 11",0.837693009849088,0.883859377201635,0,1.72155238705072,53492956,"rs534958",2.21503197579622e-08,0.00488585
"ENSG00000113812","ACTR8",3,"Locus 11",0.598609367574105,0,0,0.598609367574105,53492956,"rs534958",2.21503197579622e-08,0.00488585
"ENSG00000113811","SELK",3,"Locus 11",0.538399317195323,0.195557982246019,0,0.733957299441342,53492956,"rs534958",2.21503197579622e-08,0.00488585
"ENSG00000163933","RFT1",3,"Locus 11",0.454260778933391,1,0,1.45426077893339,53492956,"rs534958",2.21503197579622e-08,0.00488585
"ENSG00000163931","TKT",3,"Locus 11",0.390157308068668,0.770906721149782,0,1.16106402921845,53492956,"rs534958",2.21503197579622e-08,0.00488585
"ENSG00000163932","PRKCD",3,"Locus 11",0.336477037905327,0.934320839791461,0,1.27079787769679,53492956,"rs534958",2.21503197579622e-08,0.00488585
"ENSG00000162290","DCP1A",3,"Locus 11",0.324030753136788,0.874013667746935,0,1.19804442088372,53492956,"rs534958",2.21503197579622e-08,0.00488585
"ENSG00000056736","IL17RB",3,"Locus 11",0.0581381953429502,0.128663519797097,0,0.186801715140048,53492956,"rs534958",2.21503197579622e-08,0.00488585
"ENSG00000016391","CHDH",3,"Locus 11",0,0.363056573199944,0,0.363056573199944,53492956,"rs534958",2.21503197579622e-08,0.00488585
"ENSG00000121440","PDZRN3",3,"Locus 12",1,1,1,3,73573357,"rs11711610",4.48332270432733e-12,0.00504857
"ENSG00000163605","PPP4R2",3,"Locus 12",0.364118896770038,0.078490171533901,0,0.442609068303939,73573357,"rs11711610",4.48332270432733e-12,0.00504857
"ENSG00000255423","EBLN2",3,"Locus 12",0,0,0,0,73573357,"rs11711610",4.48332270432733e-12,0.00504857
"ENSG00000144824","PHLDB2",3,"Locus 13",1,1,1,3,111635119,"rs1282945",6.10801366500168e-10,0.00516956
"ENSG00000091972","CD200",3,"Locus 13",0.324242084608506,0.292858658293376,0,0.617100742901882,111635119,"rs1282945",6.10801366500168e-10,0.00516956
"ENSG00000240891","PLCXD2",3,"Locus 13",0.173453368895609,0.52109305384648,0,0.694546422742089,111635119,"rs1282945",6.10801366500168e-10,0.00516956
"ENSG00000144834","TAGLN3",3,"Locus 13",0.173234160829594,0.571180039886282,0,0.744414200715876,111635119,"rs1282945",6.10801366500168e-10,0.00516956
"ENSG00000176040","TMPRSS7",3,"Locus 13",0.102809709916662,0.122763185810667,0,0.225572895727329,111635119,"rs1282945",6.10801366500168e-10,0.00516956
"ENSG00000144827","ABHD10",3,"Locus 13",0.0910381978765979,0.528119828573853,0,0.619158026450451,111635119,"rs1282945",6.10801366500168e-10,0.00516956
"ENSG00000172139","SLC9C1",3,"Locus 13",0.0505650046929078,0.414605168243731,0,0.465170172936638,111635119,"rs1282945",6.10801366500168e-10,0.00516956
"ENSG00000114529","C3orf52",3,"Locus 13",0.0115586860283285,0.163172232358807,0,0.174730918387135,111635119,"rs1282945",6.10801366500168e-10,0.00516956
"ENSG00000177494","ZBED2",3,"Locus 13",0.00107710294551643,0,0,0.00107710294551643,111635119,"rs1282945",6.10801366500168e-10,0.00516956
"ENSG00000174500","GCSAM",3,"Locus 13",0,0.343947044596257,0,0.343947044596257,111635119,"rs1282945",6.10801366500168e-10,0.00516956
"ENSG00000163785","RYK",3,"Locus 14",1,0.0890607656935464,0,1.08906076569355,134403049,"rs17694541",4.50629895368856e-09,0.00905808
"ENSG00000154928","EPHB1",3,"Locus 14",0.710242967725005,0.761007064958861,0,1.47125003268387,134403049,"rs17694541",4.50629895368856e-09,0.00905808
"ENSG00000182923","CEP63",3,"Locus 14",0.491785404353065,1,0,1.49178540435306,134403049,"rs17694541",4.50629895368856e-09,0.00905808
"ENSG00000114019","AMOTL2",3,"Locus 14",0.268438737334797,0,0,0.268438737334797,134403049,"rs17694541",4.50629895368856e-09,0.00905808
"ENSG00000174611","KY",3,"Locus 14",0.0180952183281743,0.75686675240931,1,1.77496197073748,134403049,"rs17694541",4.50629895368856e-09,0.00905808
"ENSG00000129055","ANAPC13",3,"Locus 14",0,0.83297802991596,0,0.83297802991596,134403049,"rs17694541",4.50629895368856e-09,0.00905808
"ENSG00000174891","RSRC1",3,"Locus 15",1,0.552278269044332,0,1.55227826904433,158320597,"rs4875",5.72268709222843e-14,0.00473206
"ENSG00000168827","GFM1",3,"Locus 15",0.621985111436991,0.99966425067045,0,1.62164936210744,158320597,"rs4875",5.72268709222843e-14,0.00473206
"ENSG00000214216","IQCJ",3,"Locus 15",0.397959647387276,0,0,0.397959647387276,158320597,"rs4875",5.72268709222843e-14,0.00473206
"ENSG00000118855","MFSD1",3,"Locus 15",0.279181610514448,0.42190960229093,0,0.701091212805377,158320597,"rs4875",5.72268709222843e-14,0.00473206
"ENSG00000178053","MLF1",3,"Locus 15",0.206559690280833,1,0,1.20655969028083,158320597,"rs4875",5.72268709222843e-14,0.00473206
"ENSG00000079257","LXN",3,"Locus 15",0.184462078841104,0.881732298665816,0,1.06619437750692,158320597,"rs4875",5.72268709222843e-14,0.00473206
"ENSG00000168779","SHOX2",3,"Locus 15",0.0931200632429965,0.345023005823852,0,0.438143069066848,158320597,"rs4875",5.72268709222843e-14,0.00473206
"ENSG00000118849","RARRES1",3,"Locus 15",0,0.834041904314239,0,0.834041904314239,158320597,"rs4875",5.72268709222843e-14,0.00473206
"ENSG00000169744","LDB2",4,"Locus 16",1,0.0650642932239329,0,1.06506429322393,16037084,"rs2292804",4.65586093522958e-14,0.00568845
"ENSG00000048342","CC2D2A",4,"Locus 16",0.820243298029637,0.178367721998772,0,0.998611020028409,16037084,"rs2292804",4.65586093522958e-14,0.00568845
"ENSG00000007062","PROM1",4,"Locus 16",0.638406196773414,1,1,2.63840619677341,16037084,"rs2292804",4.65586093522958e-14,0.00568845
"ENSG00000169762","TAPT1",4,"Locus 16",0.610426039934218,0.222982122309092,0,0.833408162243311,16037084,"rs2292804",4.65586093522958e-14,0.00568845
"ENSG00000118564","FBXL5",4,"Locus 16",0.440971514091417,0.224032290300492,0,0.66500380439191,16037084,"rs2292804",4.65586093522958e-14,0.00568845
"ENSG00000004468","CD38",4,"Locus 16",0.280259792849047,0.00704960742875591,0,0.287309400277803,16037084,"rs2292804",4.65586093522958e-14,0.00568845
"ENSG00000137440","FGFBP1",4,"Locus 16",0.113756599860341,0.0782505241970295,0,0.192007124057371,16037084,"rs2292804",4.65586093522958e-14,0.00568845
"ENSG00000109743","BST1",4,"Locus 16",0.112575536387307,0.140670475496672,0,0.253246011883978,16037084,"rs2292804",4.65586093522958e-14,0.00568845
"ENSG00000137441","FGFBP2",4,"Locus 16",0.104664666819404,0,0,0.104664666819404,16037084,"rs2292804",4.65586093522958e-14,0.00568845
"ENSG00000237765","FAM200B",4,"Locus 16",0,0.0225762465718756,0,0.0225762465718756,16037084,"rs2292804",4.65586093522958e-14,0.00568845
"ENSG00000109332","UBE2D3",4,"Locus 17",1,1,0,2,103877060,"rs4235408",2.07859558262328e-09,0.00480804
"ENSG00000109320","NFKB1",4,"Locus 17",0.81795227916257,0.4454707247291,0,1.26342300389167,103877060,"rs4235408",2.07859558262328e-09,0.00480804
"ENSG00000138778","CENPE",4,"Locus 17",0.69616890263363,0.309787173785011,0,1.00595607641864,103877060,"rs4235408",2.07859558262328e-09,0.00480804
"ENSG00000109323","MANBA",4,"Locus 17",0.491293033520367,0.475433102795738,0,0.966726136316105,103877060,"rs4235408",2.07859558262328e-09,0.00480804
"ENSG00000145354","CISD2",4,"Locus 17",0.4410976462097,0.920990721639531,0,1.36208836784923,103877060,"rs4235408",2.07859558262328e-09,0.00480804
"ENSG00000164038","SLC9B2",4,"Locus 17",0.268951972543288,0.739848675508411,0,1.0088006480517,103877060,"rs4235408",2.07859558262328e-09,0.00480804
"ENSG00000164039","BDH2",4,"Locus 17",0.142431164324362,0,0,0.142431164324362,103877060,"rs4235408",2.07859558262328e-09,0.00480804
"ENSG00000164037","SLC9B1",4,"Locus 17",0,0.965306720133366,0,0.965306720133366,103877060,"rs4235408",2.07859558262328e-09,0.00480804
"ENSG00000072364","AFF4",5,"Locus 18",1,0.650886231813616,0,1.65088623181362,132444128,"rs72801474",3.51471407042908e-08,0.00818561
"ENSG00000170606","HSPA4",5,"Locus 18",0.899364477260007,1,0,1.89936447726001,132444128,"rs72801474",3.51471407042908e-08,0.00818561
"ENSG00000113522","RAD50",5,"Locus 18",0.784779509552133,0.440458831534947,0,1.22523834108708,132444128,"rs72801474",3.51471407042908e-08,0.00818561
"ENSG00000164405","UQCRQ",5,"Locus 18",0.395907693419701,0.623019344804122,0,1.01892703822382,132444128,"rs72801474",3.51471407042908e-08,0.00818561
"ENSG00000131437","KIF3A",5,"Locus 18",0.37108995603828,0.125639156216584,0,0.496729112254864,132444128,"rs72801474",3.51471407042908e-08,0.00818561
"ENSG00000053108","FSTL4",5,"Locus 18",0.347717702798769,0.309299763455494,0,0.657017466254263,132444128,"rs72801474",3.51471407042908e-08,0.00818561
"ENSG00000155329","ZCCHC10",5,"Locus 18",0.266244950391881,0.861151615307346,0,1.12739656569923,132444128,"rs72801474",3.51471407042908e-08,0.00818561
"ENSG00000164402","SEPT8",5,"Locus 18",0.253813593641088,0,0,0.253813593641088,132444128,"rs72801474",3.51471407042908e-08,0.00818561
"ENSG00000164403","SHROOM1",5,"Locus 18",0.111615443461552,0.488934253588672,0,0.600549697050224,132444128,"rs72801474",3.51471407042908e-08,0.00818561
"ENSG00000113520","IL4",5,"Locus 18",0,0.184401023946081,0,0.184401023946081,132444128,"rs72801474",3.51471407042908e-08,0.00818561
"ENSG00000044115","CTNNA1",5,"Locus 19",1,0,0,1,138754741,"rs4835728",8.44948034411098e-10,0.00519082
"ENSG00000120727","PAIP2",5,"Locus 19",0.691452056039667,0.800906993196767,0,1.49235904923643,138754741,"rs4835728",8.44948034411098e-10,0.00519082
"ENSG00000131508","UBE2D2",5,"Locus 19",0.550397879784308,0.272005408703809,0,0.822403288488117,138754741,"rs4835728",8.44948034411098e-10,0.00519082
"ENSG00000120725","SIL1",5,"Locus 19",0.474814670698851,0.185764191180738,0,0.66057886187959,138754741,"rs4835728",8.44948034411098e-10,0.00519082
"ENSG00000158458","NRG2",5,"Locus 19",0.417007537607281,0.0141743177550742,0,0.431181855362355,138754741,"rs4835728",8.44948034411098e-10,0.00519082
"ENSG00000015479","MATR3",5,"Locus 19",0.32383151692758,0.917300793266101,0,1.24113231019368,138754741,"rs4835728",8.44948034411098e-10,0.00519082
"ENSG00000146005","PSD2",5,"Locus 19",0.264597591032739,0.0944138819214703,0,0.359011472954209,138754741,"rs4835728",8.44948034411098e-10,0.00519082
"ENSG00000171604","CXXC5",5,"Locus 19",0.0836820211695104,0.172822832008609,0,0.256504853178119,138754741,"rs4835728",8.44948034411098e-10,0.00519082
"ENSG00000228672","PROB1",5,"Locus 19",0,1,0,1,138754741,"rs4835728",8.44948034411098e-10,0.00519082
"ENSG00000183775","KCTD16",5,"Locus 20",1,1,0,2,143507425,"rs12521291",8.16582371358594e-12,0.00501133
"ENSG00000145817","YIPF5",5,"Locus 20",0.699869065666814,0.632341306176005,0,1.33221037184282,143507425,"rs12521291",8.16582371358594e-12,0.00501133
"ENSG00000158497","HMHB1",5,"Locus 20",0,0,0,0,143507425,"rs12521291",8.16582371358594e-12,0.00501133
"ENSG00000204580","DDR1",6,"Locus 21",1,0,0,1,30976349,"rs149405105",1.59536477949262e-08,0.0103154
"ENSG00000204574","ABCF1",6,"Locus 21",0.898925350303965,0,0,0.898925350303965,30976349,"rs149405105",1.59536477949262e-08,0.0103154
"ENSG00000204569","PPP1R10",6,"Locus 21",0.734496420658039,0,0,0.734496420658039,30976349,"rs149405105",1.59536477949262e-08,0.0103154
"ENSG00000204564","C6orf136",6,"Locus 21",0.346272716960465,0,0,0.346272716960465,30976349,"rs149405105",1.59536477949262e-08,0.0103154
"ENSG00000204568","MRPS18B",6,"Locus 21",0.332105778126321,0,0,0.332105778126321,30976349,"rs149405105",1.59536477949262e-08,0.0103154
"ENSG00000137337","MDC1",6,"Locus 21",0.276723683876222,0,0,0.276723683876222,30976349,"rs149405105",1.59536477949262e-08,0.0103154
"ENSG00000196230","TUBB",6,"Locus 21",0.162316784381957,0,0,0.162316784381957,30976349,"rs149405105",1.59536477949262e-08,0.0103154
"ENSG00000137343","ATAT1",6,"Locus 21",0.135842297225953,0,0,0.135842297225953,30976349,"rs149405105",1.59536477949262e-08,0.0103154
"ENSG00000137312","FLOT1",6,"Locus 21",0.13136478156921,0,0,0.13136478156921,30976349,"rs149405105",1.59536477949262e-08,0.0103154
"ENSG00000204520","MICA",6,"Locus 21",0,0,0,0,30976349,"rs149405105",1.59536477949262e-08,0.0103154
"ENSG00000198663","C6orf89",6,"Locus 22",1,0.162374786220376,0,1.16237478622038,36645968,"rs730506",1.36867394559267e-17,0.00590879
"ENSG00000112079","STK38",6,"Locus 22",0.811303774145684,0.202889078915221,0,1.0141928530609,36645968,"rs730506",1.36867394559267e-17,0.00590879
"ENSG00000112081","SRSF3",6,"Locus 22",0.526189462006436,0.27201319325678,0,0.798202655263216,36645968,"rs730506",1.36867394559267e-17,0.00590879
"ENSG00000112078","KCTD20",6,"Locus 22",0.39909588198008,0.193139506474469,0,0.592235388454549,36645968,"rs730506",1.36867394559267e-17,0.00590879
"ENSG00000137409","MTCH1",6,"Locus 22",0.32221967742652,0,0,0.32221967742652,36645968,"rs730506",1.36867394559267e-17,0.00590879
"ENSG00000096070","BRPF3",6,"Locus 22",0.310981932077685,0.202408990960176,0,0.513390923037861,36645968,"rs730506",1.36867394559267e-17,0.00590879
"ENSG00000124772","CPNE5",6,"Locus 22",0.173713069040609,0.355655998045443,0,0.529369067086052,36645968,"rs730506",1.36867394559267e-17,0.00590879
"ENSG00000137168","PPIL1",6,"Locus 22",0.173017433735812,0.0911104324456389,0,0.264127866181451,36645968,"rs730506",1.36867394559267e-17,0.00590879
"ENSG00000124762","CDKN1A",6,"Locus 22",0.011105654053366,1,1,2.01110565405337,36645968,"rs730506",1.36867394559267e-17,0.00590879
"ENSG00000164530","PI16",6,"Locus 22",0,0.195533838260445,0,0.195533838260445,36645968,"rs730506",1.36867394559267e-17,0.00590879
"ENSG00000112182","BACH2",6,"Locus 23",1,0,0,1,91323735,"rs6902979",2.00170465898996e-09,0.00539815
"ENSG00000135341","MAP3K7",6,"Locus 23",0,1,1,2,91323735,"rs6902979",2.00170465898996e-09,0.00539815
