"ENSGID","GENE","CHR","locus_label","pops_scaled_locus_01","magma_scaled_locus_01","nearest_gene_score","combined_score","BP","rsid","p_value","se"
"ENSG00000058453","CROCC",1,"Locus 3",0.276556974627154,0.159329557630491,0,0.435886532257645,16629973,"rs1762951",2.04814170065073e-08,0.00637511
"ENSG00000132881","CPLANE2",1,"Locus 3",0.177135886467216,0.554186438083576,0,0.731322324550792,16629973,"rs1762951",2.04814170065073e-08,0.00637511
"ENSG00000142632","ARHGEF19",1,"Locus 3",0.112379565185777,0.589254553803766,0,0.701634118989543,16629973,"rs1762951",2.04814170065073e-08,0.00637511
"ENSG00000142627","EPHA2",1,"Locus 3",0,0.593877238634624,0,0.593877238634624,16629973,"rs1762951",2.04814170065073e-08,0.00637511
"ENSG00000143499","SMYD2",1,"Locus 4",1,1,0,2,214111878,"rs74139614",1.35696923027274e-08,0.0113073
"ENSG00000117724","CENPF",1,"Locus 4",0.851023393105718,0.293184644553628,0,1.14420803765935,214111878,"rs74139614",1.35696923027274e-08,0.0113073
"ENSG00000152104","PTPN14",1,"Locus 4",0.476354691908246,0.0132651050267409,0,0.489619796934987,214111878,"rs74139614",1.35696923027274e-08,0.0113073
"ENSG00000117707","PROX1",1,"Locus 4",0,0,0,0,214111878,"rs74139614",1.35696923027274e-08,0.0113073
"ENSG00000077522","ACTN2",1,"Locus 5",1,0.441413864104324,1,2.44141386410432,236688982,"rs12724121",8.13954259097269e-15,0.00490343
"ENSG00000116984","MTR",1,"Locus 5",0.818411570740156,1,0,1.81841157074016,236688982,"rs12724121",8.13954259097269e-15,0.00490343
"ENSG00000198626","RYR2",1,"Locus 5",0.664146969248661,0.0671997254632807,0,0.731346694711941,236688982,"rs12724121",8.13954259097269e-15,0.00490343
"ENSG00000116977","LGALS8",1,"Locus 5",0.546646012150123,0.140859849004804,0,0.687505861154927,236688982,"rs12724121",8.13954259097269e-15,0.00490343
"ENSG00000086619","ERO1B",1,"Locus 5",0.232354391842982,0,0,0.232354391842982,236688982,"rs12724121",8.13954259097269e-15,0.00490343
"ENSG00000119285","HEATR1",1,"Locus 5",0.213880221137766,0.309718599862732,0,0.523598821000498,236688982,"rs12724121",8.13954259097269e-15,0.00490343
"ENSG00000186197","EDARADD",1,"Locus 5",0.132927898030123,0.267593685655456,0,0.400521583685579,236688982,"rs12724121",8.13954259097269e-15,0.00490343
"ENSG00000244020","MT1HL1",1,"Locus 5",0,0.359354838709677,0,0.359354838709677,236688982,"rs12724121",8.13954259097269e-15,0.00490343
"ENSG00000204130","RUFY2",10,"Locus 6",1,0.293272811201723,0,1.29327281120172,68173481,"rs4451608",4.70002318179801e-09,0.00474992
"ENSG00000138336","TET1",10,"Locus 6",0.995815794488633,1,0,1.99581579448863,68173481,"rs4451608",4.70002318179801e-09,0.00474992
"ENSG00000148634","HERC4",10,"Locus 6",0.875920779726735,0.599230650869364,0,1.4751514305961,68173481,"rs4451608",4.70002318179801e-09,0.00474992
"ENSG00000096746","HNRNPH3",10,"Locus 6",0.780148979281194,0.239215263886752,0,1.01936424316795,68173481,"rs4451608",4.70002318179801e-09,0.00474992
"ENSG00000096717","SIRT1",10,"Locus 6",0.521304372273084,0.545893214340668,0,1.06719758661375,68173481,"rs4451608",4.70002318179801e-09,0.00474992
"ENSG00000183230","CTNNA3",10,"Locus 6",0.470516098350199,0,0,0.470516098350199,68173481,"rs4451608",4.70002318179801e-09,0.00474992
"ENSG00000138347","MYPN",10,"Locus 6",0.340134685586558,0.894352977381136,0,1.23448766296769,68173481,"rs4451608",4.70002318179801e-09,0.00474992
"ENSG00000138346","DNA2",10,"Locus 6",0.294101126598204,0.469616864132943,0,0.763717990731147,68173481,"rs4451608",4.70002318179801e-09,0.00474992
"ENSG00000108176","DNAJC12",10,"Locus 6",0.0618994839854162,0.171318664409909,0,0.233218148395325,68173481,"rs4451608",4.70002318179801e-09,0.00474992
"ENSG00000122912","SLC25A16",10,"Locus 6",0,0.192601938759809,0,0.192601938759809,68173481,"rs4451608",4.70002318179801e-09,0.00474992
"ENSG00000156650","KAT6B",10,"Locus 7",1,0.524752075609953,0,1.52475207560995,75075163,"rs4745763",3.46856629801959e-09,0.00534653
"ENSG00000165637","VDAC2",10,"Locus 7",0.689567705889935,0,0,0.689567705889935,75075163,"rs4745763",3.46856629801959e-09,0.00534653
"ENSG00000156110","ADK",10,"Locus 7",0.679312613410673,0.481758850450518,0,1.16107146386119,75075163,"rs4745763",3.46856629801959e-09,0.00534653
"ENSG00000148655","LRMDA",10,"Locus 7",0.643522711529988,1,0,1.64352271152999,75075163,"rs4745763",3.46856629801959e-09,0.00534653
"ENSG00000156671","SAMD8",10,"Locus 7",0.209028934752193,0.40706794090799,0,0.616096875660183,75075163,"rs4745763",3.46856629801959e-09,0.00534653
"ENSG00000165644","COMTD1",10,"Locus 7",0.131150125282366,0.297444065649509,0,0.428594190931875,75075163,"rs4745763",3.46856629801959e-09,0.00534653
"ENSG00000165655","ZNF503",10,"Locus 7",0.119133615600286,0.244208473828996,0,0.363342089429282,75075163,"rs4745763",3.46856629801959e-09,0.00534653
"ENSG00000188716","DUSP29",10,"Locus 7",0,0.498785993281047,1,1.49878599328105,75075163,"rs4745763",3.46856629801959e-09,0.00534653
"ENSG00000107779","BMPR1A",10,"Locus 8",1,1,0,2,86690301,"rs12251655",1.10626710811012e-08,0.0087941
"ENSG00000148672","GLUD1",10,"Locus 8",0.457512202755489,0.448441727405787,0,0.905953930161275,86690301,"rs12251655",1.10626710811012e-08,0.0087941
"ENSG00000122376","SHLD2",10,"Locus 8",0.326883525721262,0.78186401336507,0,1.10874753908633,86690301,"rs12251655",1.10626710811012e-08,0.0087941
"ENSG00000122367","LDB3",10,"Locus 8",0.289531925789993,0.26901639586629,1,1.55854832165628,86690301,"rs12251655",1.10626710811012e-08,0.0087941
"ENSG00000182771","GRID1",10,"Locus 8",0.269359692599917,0.497627847839264,0,0.766987540439182,86690301,"rs12251655",1.10626710811012e-08,0.0087941
"ENSG00000173269","MMRN2",10,"Locus 8",0.1490980957605,0.848955484262038,0,0.998053580022538,86690301,"rs12251655",1.10626710811012e-08,0.0087941
"ENSG00000062650","WAPL",10,"Locus 8",0.0125046678310106,0.736830822454501,0,0.749335490285512,86690301,"rs12251655",1.10626710811012e-08,0.0087941
"ENSG00000148671","ADIRF",10,"Locus 8",0.0125046678310106,0.11072014666095,0,0.123224814491961,86690301,"rs12251655",1.10626710811012e-08,0.0087941
"ENSG00000188100","FAM25A",10,"Locus 8",0.000899681784997571,0.618570647111873,0,0.619470328896871,86690301,"rs12251655",1.10626710811012e-08,0.0087941
"ENSG00000122375","OPN4",10,"Locus 8",0,0,0,0,86690301,"rs12251655",1.10626710811012e-08,0.0087941
"ENSG00000148908","RGS10",10,"Locus 9",1,1,0,2,119656173,"rs72840788",5.48529513941199e-60,0.00580475
"ENSG00000197771","MCMBP",10,"Locus 9",0.840505141806526,0.50983676916474,0,1.35034191097127,119656173,"rs72840788",5.48529513941199e-60,0.00580475
"ENSG00000198873","GRK5",10,"Locus 9",0.78905016204461,0.880149709027307,0,1.66919987107192,119656173,"rs72840788",5.48529513941199e-60,0.00580475
"ENSG00000198825","INPP5F",10,"Locus 9",0.603410982623823,0.109448190246761,0,0.712859172870584,119656173,"rs72840788",5.48529513941199e-60,0.00580475
"ENSG00000151923","TIAL1",10,"Locus 9",0.519570656257069,0.464107214553711,0,0.98367787081078,119656173,"rs72840788",5.48529513941199e-60,0.00580475
"ENSG00000183605","SFXN4",10,"Locus 9",0.466721490646394,0.580699349753331,0,1.04742084039973,119656173,"rs72840788",5.48529513941199e-60,0.00580475
"ENSG00000151929","BAG3",10,"Locus 9",0.110800711256651,0,1,1.11080071125665,119656173,"rs72840788",5.48529513941199e-60,0.00580475
"ENSG00000165672","PRDX3",10,"Locus 9",0.101197838377583,0.0523427801390946,0,0.153540618516678,119656173,"rs72840788",5.48529513941199e-60,0.00580475
"ENSG00000107651","SEC23IP",10,"Locus 9",0,0.196816144946397,0,0.196816144946397,119656173,"rs72840788",5.48529513941199e-60,0.00580475
"ENSG00000197601","FAR1",11,"Locus 10",1,0,0,1,14057811,"rs2697821",1.45982232159806e-08,0.00474052
"ENSG00000133818","RRAS2",11,"Locus 10",0.931970581085651,0.54082335985964,0,1.47279394094529,14057811,"rs2697821",1.45982232159806e-08,0.00474052
"ENSG00000129084","PSMA1",11,"Locus 10",0.421912071697142,1,0,1.42191207169714,14057811,"rs2697821",1.45982232159806e-08,0.00474052
"ENSG00000129083","COPB1",11,"Locus 10",0.360670677016173,0.884579234287863,0,1.24524991130404,14057811,"rs2697821",1.45982232159806e-08,0.00474052
"ENSG00000165895","ARHGAP42",11,"Locus 11",1,1,0,2,101072061,"rs658286",4.72998757598131e-10,0.00474799
"ENSG00000082175","PGR",11,"Locus 11",0.962566251867452,0.852074427782722,1,2.81464067965017,101072061,"rs658286",4.72998757598131e-10,0.00474799
"ENSG00000137672","TRPC6",11,"Locus 11",0,0,0,0,101072061,"rs658286",4.72998757598131e-10,0.00474799
"ENSG00000123104","ITPR2",12,"Locus 12",1,1,0,2,26147358,"rs111504524",1.17785003722532e-09,0.00839974
"ENSG00000123094","RASSF8",12,"Locus 12",0.92497974725554,0.361995115875468,0,1.28697486313101,26147358,"rs111504524",1.17785003722532e-09,0.00839974
"ENSG00000123096","SSPN",12,"Locus 12",0.279733759037097,0,1,1.2797337590371,26147358,"rs111504524",1.17785003722532e-09,0.00839974
"ENSG00000123095","BHLHE41",12,"Locus 12",0.203638514681495,0.126618478700936,0,0.330256993382431,26147358,"rs111504524",1.17785003722532e-09,0.00839974
"ENSG00000152936","LMNTD1",12,"Locus 12",0,0.365218534917364,0,0.365218534917364,26147358,"rs111504524",1.17785003722532e-09,0.00839974
"ENSG00000122966","CIT",12,"Locus 13",1,0,0,1,120230731,"rs116904997",1.41351362807929e-11,0.015761
"ENSG00000135127","BICDL1",12,"Locus 13",0.755611721747906,0.571498100698954,0,1.32710982244686,120230731,"rs116904997",1.41351362807929e-11,0.015761
"ENSG00000089159","PXN",12,"Locus 13",0.690525983977676,0.497541996296435,1,2.18806798027411,120230731,"rs116904997",1.41351362807929e-11,0.015761
"ENSG00000089154","GCN1",12,"Locus 13",0.511097097366228,0.476230657800382,0,0.98732775516661,120230731,"rs116904997",1.41351362807929e-11,0.015761
"ENSG00000110917","MLEC",12,"Locus 13",0.442120595377136,0.309158403723148,0,0.751278999100284,120230731,"rs116904997",1.41351362807929e-11,0.015761
"ENSG00000157782","CABP1",12,"Locus 13",0.402879939436381,0.767101629165431,0,1.16998156860181,120230731,"rs116904997",1.41351362807929e-11,0.015761
"ENSG00000111737","RAB35",12,"Locus 13",0.198460633329899,0.53299369587568,0,0.731454329205579,120230731,"rs116904997",1.41351362807929e-11,0.015761
"ENSG00000175970","UNC119B",12,"Locus 13",0.0954164673431496,0.288627521001748,0,0.384043988344898,120230731,"rs116904997",1.41351362807929e-11,0.015761
"ENSG00000022840","RNF10",12,"Locus 13",0.0265366787600177,1,0,1.02653667876002,120230731,"rs116904997",1.41351362807929e-11,0.015761
"ENSG00000089163","SIRT4",12,"Locus 13",0,0.43994378414494,0,0.43994378414494,120230731,"rs116904997",1.41351362807929e-11,0.015761
"ENSG00000100523","DDHD1",14,"Locus 14",1,0.274977528165825,0,1.27497752816583,52920391,"rs4901313",3.10663334909001e-10,0.00606381
"ENSG00000180998","GPR137C",14,"Locus 14",0.89039385638935,0.409467231672783,0,1.29986108806213,52920391,"rs4901313",3.10663334909001e-10,0.00606381
"ENSG00000197930","ERO1A",14,"Locus 14",0.870384168977431,1,0,1.87038416897743,52920391,"rs4901313",3.10663334909001e-10,0.00606381
"ENSG00000100519","PSMC6",14,"Locus 14",0.79961338873455,0.146059825767253,0,0.945673214501802,52920391,"rs4901313",3.10663334909001e-10,0.00606381
"ENSG00000087301","TXNDC16",14,"Locus 14",0.794341547657902,0.400103404229436,0,1.19444495188734,52920391,"rs4901313",3.10663334909001e-10,0.00606381
"ENSG00000073712","FERMT2",14,"Locus 14",0.64802590628517,0.0516581848164744,1,1.69968409110164,52920391,"rs4901313",3.10663334909001e-10,0.00606381
"ENSG00000198252","STYX",14,"Locus 14",0.181124939610178,0,0,0.181124939610178,52920391,"rs4901313",3.10663334909001e-10,0.00606381
"ENSG00000100522","GNPNAT1",14,"Locus 14",0,0.538296736346249,0,0.538296736346249,52920391,"rs4901313",3.10663334909001e-10,0.00606381
"ENSG00000053254","FOXN3",14,"Locus 15",0,0,1,1,89418647,"rs12888084",1.05727995869118e-09,0.00474897
"ENSG00000196557","CACNA1H",16,"Locus 16",1,0.248376658503241,0,1.24837665850324,937371,"rs5015437",2.77581168737237e-10,0.00487025
"ENSG00000103275","UBE2I",16,"Locus 16",0.683768146429636,0.234327697618837,0,0.918095844048473,937371,"rs5015437",2.77581168737237e-10,0.00487025
"ENSG00000007516","BAIAP3",16,"Locus 16",0.600409822629045,0.8921050819785,0,1.49251490460754,937371,"rs5015437",2.77581168737237e-10,0.00487025
"ENSG00000090565","RAB11FIP3",16,"Locus 16",0.439506163178216,0.293381723761471,0,0.732887886939686,937371,"rs5015437",2.77581168737237e-10,0.00487025
"ENSG00000007541","PIGQ",16,"Locus 16",0.308626305821047,0,0,0.308626305821047,937371,"rs5015437",2.77581168737237e-10,0.00487025
"ENSG00000103326","CAPN15",16,"Locus 16",0.189924706049344,0.346335802032005,0,0.536260508081348,937371,"rs5015437",2.77581168737237e-10,0.00487025
"ENSG00000103253","HAGHL",16,"Locus 16",0.188437535985708,0.101399584943889,0,0.289837120929596,937371,"rs5015437",2.77581168737237e-10,0.00487025
"ENSG00000197562","RAB40C",16,"Locus 16",0.16998742820943,0.241869522882181,0,0.411856951091611,937371,"rs5015437",2.77581168737237e-10,0.00487025
"ENSG00000103227","LMF1",16,"Locus 16",0.0204812588290785,1,1,2.02048125882908,937371,"rs5015437",2.77581168737237e-10,0.00487025
"ENSG00000007520","TSR3",16,"Locus 16",0,0.417721518987342,0,0.417721518987342,937371,"rs5015437",2.77581168737237e-10,0.00487025
"ENSG00000196557","CACNA1H",16,"Locus 17",1,0.31263559337279,0,1.31263559337279,1303514,"rs11248864",1.87819205892674e-09,0.00695865
"ENSG00000138834","MAPK8IP3",16,"Locus 17",0.9284304516607,0,0,0.9284304516607,1303514,"rs11248864",1.87819205892674e-09,0.00695865
"ENSG00000103275","UBE2I",16,"Locus 17",0.749636544040618,0.299787727787872,1,2.04942427182849,1303514,"rs11248864",1.87819205892674e-09,0.00695865
"ENSG00000007516","BAIAP3",16,"Locus 17",0.683641048033277,0.90132939970138,0,1.58497044773466,1303514,"rs11248864",1.87819205892674e-09,0.00695865
"ENSG00000187535","IFT140",16,"Locus 17",0.491651205421013,0.137848135422476,0,0.629499340843488,1303514,"rs11248864",1.87819205892674e-09,0.00695865
"ENSG00000103227","LMF1",16,"Locus 17",0.224506657227152,1,0,1.22450665722715,1303514,"rs11248864",1.87819205892674e-09,0.00695865
"ENSG00000007520","TSR3",16,"Locus 17",0.208291469905089,0.467502563456799,0,0.675794033361888,1303514,"rs11248864",1.87819205892674e-09,0.00695865
"ENSG00000197774","EME2",16,"Locus 17",0.113066245756867,0.318563025058915,0,0.431629270815782,1303514,"rs11248864",1.87819205892674e-09,0.00695865
"ENSG00000007545","CRAMP1",16,"Locus 17",0.0584846865999378,0.31085106765727,0,0.369335754257208,1303514,"rs11248864",1.87819205892674e-09,0.00695865
"ENSG00000103249","CLCN7",16,"Locus 17",0,0.506718955188976,0,0.506718955188976,1303514,"rs11248864",1.87819205892674e-09,0.00695865
"ENSG00000108924","HLF",17,"Locus 18",1,0,1,2,55299581,"rs17817857",1.71474679579013e-15,0.00532986
"ENSG00000166263","STXBP4",17,"Locus 18",0.955521153199994,0.336782350946657,0,1.29230350414665,55299581,"rs17817857",1.71474679579013e-15,0.00532986
"ENSG00000141198","TOM1L1",17,"Locus 18",0.556940532763996,0.0704496483533311,0,0.627390181117327,55299581,"rs17817857",1.71474679579013e-15,0.00532986
"ENSG00000108960","MMD",17,"Locus 18",0.446734025554987,0.353593577389611,0,0.800327602944598,55299581,"rs17817857",1.71474679579013e-15,0.00532986
"ENSG00000141179","PCTP",17,"Locus 18",0.189025949867619,0.372528902840518,0,0.561554852708137,55299581,"rs17817857",1.71474679579013e-15,0.00532986
"ENSG00000166292","TMEM100",17,"Locus 18",0.111812806507904,1,0,1.1118128065079,55299581,"rs17817857",1.71474679579013e-15,0.00532986
"ENSG00000166260","COX11",17,"Locus 18",0,0.237861900751419,0,0.237861900751419,55299581,"rs17817857",1.71474679579013e-15,0.00532986
"ENSG00000154240","CEP112",17,"Locus 19",1,1,0,2,66310896,"rs7210446",5.04661297563528e-16,0.00479078
"ENSG00000154229","PRKCA",17,"Locus 19",0.478344542129406,0.516052311562744,0,0.994396853692149,66310896,"rs7210446",5.04661297563528e-16,0.00479078
"ENSG00000091583","APOH",17,"Locus 19",0,0,0,0,66310896,"rs7210446",5.04661297563528e-16,0.00479078
"ENSG00000134775","FHOD3",18,"Locus 20",1,0.28581482234636,0,1.28581482234636,36639271,"rs2644260",4.38227876103672e-13,0.00539031
"ENSG00000150477","KIAA1328",18,"Locus 20",0.774311009102549,1,0,1.77431100910255,36639271,"rs2644260",4.38227876103672e-13,0.00539031
"ENSG00000134759","ELP2",18,"Locus 20",0.495563356118578,0.760164595270278,0,1.25572795138886,36639271,"rs2644260",4.38227876103672e-13,0.00539031
"ENSG00000134779","TPGS2",18,"Locus 20",0.201335014861257,0,0,0.201335014861257,36639271,"rs2644260",4.38227876103672e-13,0.00539031
"ENSG00000075643","MOCOS",18,"Locus 20",0,0.210293584054036,0,0.210293584054036,36639271,"rs2644260",4.38227876103672e-13,0.00539031
"ENSG00000049759","NEDD4L",18,"Locus 21",1,0,1,2,58270525,"rs12604734",6.14752070319312e-12,0.00575183
"ENSG00000081923","ATP8B1",18,"Locus 21",0.805589119339782,0.476843420331494,0,1.28243253967128,58270525,"rs12604734",6.14752070319312e-12,0.00575183
"ENSG00000172175","MALT1",18,"Locus 21",0.301904079023724,1,0,1.30190407902372,58270525,"rs12604734",6.14752070319312e-12,0.00575183
"ENSG00000198796","ALPK2",18,"Locus 21",0,0.419933211011673,0,0.419933211011673,58270525,"rs12604734",6.14752070319312e-12,0.00575183
"ENSG00000125755","SYMPK",19,"Locus 22",1,0.402773795577983,0,1.40277379557798,45807254,"rs12462616",1.77116899048172e-08,0.00585772
"ENSG00000104967","NOVA2",19,"Locus 22",0.905799839236328,0.237963152591525,0,1.14376299182785,45807254,"rs12462616",1.77116899048172e-08,0.00585772
"ENSG00000124440","HIF3A",19,"Locus 22",0.815303122140969,1,0,1.81530312214097,45807254,"rs12462616",1.77116899048172e-08,0.00585772
"ENSG00000104936","DMPK",19,"Locus 22",0.731230453907698,0.213259496522516,0,0.944489950430213,45807254,"rs12462616",1.77116899048172e-08,0.00585772
"ENSG00000125746","EML2",19,"Locus 22",0.65124149371627,0.244521630854175,0,0.895763124570445,45807254,"rs12462616",1.77116899048172e-08,0.00585772
"ENSG00000125753","VASP",19,"Locus 22",0.602895648088813,0.356980773484284,0,0.959876421573097,45807254,"rs12462616",1.77116899048172e-08,0.00585772
"ENSG00000010310","GIPR",19,"Locus 22",0.385746494824379,0.118996813329947,0,0.504743308154326,45807254,"rs12462616",1.77116899048172e-08,0.00585772
"ENSG00000170604","IRF2BP1",19,"Locus 22",0.230226405536314,0,0,0.230226405536314,45807254,"rs12462616",1.77116899048172e-08,0.00585772
"ENSG00000185800","DMWD",19,"Locus 22",0.230135451706591,0.134874949824283,0,0.365010401530873,45807254,"rs12462616",1.77116899048172e-08,0.00585772
"ENSG00000104983","CCDC61",19,"Locus 22",0,0.287142728412154,0,0.287142728412154,45807254,"rs12462616",1.77116899048172e-08,0.00585772
"ENSG00000115977","AAK1",2,"Locus 23",1,0.214299896684828,0,1.21429989668483,70085174,"rs62151166",1.927880009106e-10,0.00601339
"ENSG00000116001","TIA1",2,"Locus 23",0.832730091996806,0.586739312600749,0,1.41946940459756,70085174,"rs62151166",1.927880009106e-10,0.00601339
"ENSG00000087338","GMCL1",2,"Locus 23",0.676497635730408,0.158704892158479,0,0.835202527888887,70085174,"rs62151166",1.927880009106e-10,0.00601339
"ENSG00000115998","C2orf42",2,"Locus 23",0.250131596199861,0.622445305217248,0,0.872576901417109,70085174,"rs62151166",1.927880009106e-10,0.00601339
"ENSG00000163235","TGFA",2,"Locus 23",0.124517622858103,1,0,1.1245176228581,70085174,"rs62151166",1.927880009106e-10,0.00601339
"ENSG00000059728","MXD1",2,"Locus 23",0.0915088818227678,0.653237937869554,0,0.744746819692321,70085174,"rs62151166",1.927880009106e-10,0.00601339
"ENSG00000196975","ANXA4",2,"Locus 23",0.0798085192698163,0.580984623875564,0,0.66079314314538,70085174,"rs62151166",1.927880009106e-10,0.00601339
"ENSG00000035141","FAM136A",2,"Locus 23",0.0546509358650083,0.681472931088444,0,0.736123866953452,70085174,"rs62151166",1.927880009106e-10,0.00601339
"ENSG00000124380","SNRNP27",2,"Locus 23",0.0289350785407234,0,0,0.0289350785407234,70085174,"rs62151166",1.927880009106e-10,0.00601339
"ENSG00000169564","PCBP1",2,"Locus 23",0,0.360691101097429,0,0.360691101097429,70085174,"rs62151166",1.927880009106e-10,0.00601339
"ENSG00000135956","TMEM127",2,"Locus 24",1,0.619657133584022,0,1.61965713358402,96093689,"rs2579547",3.98832003357068e-08,0.0048277
"ENSG00000084090","STARD7",2,"Locus 24",0.930705852994631,0.779249000332166,0,1.7099548533268,96093689,"rs2579547",3.98832003357068e-08,0.0048277
"ENSG00000144028","SNRNP200",2,"Locus 24",0.688588367474896,0.205362327292643,0,0.89395069476754,96093689,"rs2579547",3.98832003357068e-08,0.0048277
"ENSG00000121152","NCAPH",2,"Locus 24",0.587228043270866,0.801435667539765,0,1.38866371081063,96093689,"rs2579547",3.98832003357068e-08,0.0048277
"ENSG00000196843","ARID5A",2,"Locus 24",0.565782299344794,1,0,1.56578229934479,96093689,"rs2579547",3.98832003357068e-08,0.0048277
"ENSG00000186281","GPAT2",2,"Locus 24",0.330683572546316,0,0,0.330683572546316,96093689,"rs2579547",3.98832003357068e-08,0.0048277
"ENSG00000198885","ITPRIPL1",2,"Locus 24",0.25891176677486,0.685735367576024,0,0.944647134350884,96093689,"rs2579547",3.98832003357068e-08,0.0048277
"ENSG00000174501","ANKRD36C",2,"Locus 24",0,0.000902680402960591,0,0.000902680402960591,96093689,"rs2579547",3.98832003357068e-08,0.0048277
"ENSG00000115616","SLC9A2",2,"Locus 25",1,1,0,2,102762101,"rs2732839",1.0015669843021e-10,0.00975314
"ENSG00000115607","IL18RAP",2,"Locus 25",0.204937286573775,0.231663654457688,0,0.436600941031463,102762101,"rs2732839",1.0015669843021e-10,0.00975314
"ENSG00000115602","IL1RL1",2,"Locus 25",0.14013873808379,0.782789229255794,0,0.922927967339584,102762101,"rs2732839",1.0015669843021e-10,0.00975314
"ENSG00000115604","IL18R1",2,"Locus 25",0.0402774363444357,0.143030358490998,0,0.183307794835433,102762101,"rs2732839",1.0015669843021e-10,0.00975314
"ENSG00000170417","TMEM182",2,"Locus 25",0.0221346201880959,0.572613300999748,1,1.59474792118784,102762101,"rs2732839",1.0015669843021e-10,0.00975314
"ENSG00000135953","MFSD9",2,"Locus 25",0.016100054571642,0,0,0.016100054571642,102762101,"rs2732839",1.0015669843021e-10,0.00975314
"ENSG00000180251","SLC9A4",2,"Locus 25",0,0.388963876369793,0,0.388963876369793,102762101,"rs2732839",1.0015669843021e-10,0.00975314
